,Amplicon names,CHROM,Length,12_NA14634,11_NA14624,9_NA14090,16_252LG,13_NA14639,15_NA14626,10_NA14094,14_NA13710
53,BRCA2_E11-28,13,181,1.0,1.0027494404815407,0.9775196574542624,0.8992262927828548,1.0497463999925822,0.7372443480414801,0.9220107000308734,1.0027680345982735
54,BRCA2_E11-29,13,248,0.8145713208858566,1.014038800258564,0.9853859381712679,1.122288344371008,0.9990811316752009,1.2067524889025327,1.0543409382273747,1.0
55,BRCA2_E11-30,13,208,0.9852966186308542,1.0179263866924595,1.028706699559951,0.9328235991929185,1.0,0.8952395098238628,1.0154974677767072,0.8771196631543725
56,BRCA2_E11-31,13,145,0.8867166104048344,0.9970188393558563,0.9861394386124892,1.024995386188709,1.0670244555173833,0.8378529557667918,1.0,1.046502601893769
57,BRCA2_E11-32,13,156,0.9794723919374179,1.1537650523566811,1.0344143497294576,0.9738707724704061,0.9614315382811274,0.7190626867700353,1.0009173377769198,1.0
58,BRCA2_E11-33,13,187,0.9668004268375321,1.0,1.0201020684454956,1.0394344964399196,0.9837208232277347,0.9689229128701369,1.0115232014831708,0.983784509814238
59,BRCA2_E11-34,13,208,1.000166027260932,0.9720515543623719,1.0,0.8831906976915775,1.0238728602402034,0.9897124605974688,1.0544087832534175,0.9569962372800337
60,BRCA2_E11-35,13,212,1.041997057060074,1.0,0.9604383992289014,0.9655295627641464,1.0032231602479929,0.9623010852028145,1.0560287326235385,0.8358871336514383
61,BRCA2_E11-36,13,232,0.9675784175253334,0.8896716025608111,0.9912692231009503,1.0278454953062497,1.0175024373960673,1.2099865241587886,1.0629391031571633,1.0
62,BRCA2_E11-37,13,224,0.9894108865372622,0.9797185835579069,1.008399726276237,1.0,1.0246061169101688,1.0100842177837608,1.0982428712463974,0.9736840171054044
63,BRCA2_E11-38,13,208,1.0214620521946285,1.089139746787108,0.8212237793891842,0.8152410296361811,0.9611055038793195,0.967746215009358,1.0,1.113196317857236
64,BRCA2_E11-39,13,186,0.9420817688422186,1.0,1.008597966282377,0.9999629554697455,1.1165316782623989,1.0463986207710794,0.9768735947634961,1.1136314274652357
65,BRCA2_E12-1,13,202,1.1370755712212326,0.9917117333989779,0.9545778076339565,0.9470759444265217,1.1191257482418344,1.0406488178758957,1.0,1.1247422574233599
66,BRCA2_E12-2,13,189,1.0071637355875114,1.0224641944792676,0.8219591280653951,0.9020060469959479,1.0,1.1412668705187685,0.8656142377409828,1.0397941746582329
67,BRCA2_E13-1,13,177,0.9598519706968578,1.0,1.0176627825777387,0.9141929018059473,1.0002140455539261,0.7407129842944513,1.0076487002807846,0.9211393121494024
68,BRCA2_E13-2,13,196,0.9544039304824381,1.2615031168892608,0.7139651820658904,1.0,1.0723572535839914,1.2387835844740105,0.9307285941418771,1.2288222358248881
69,BRCA2_E14-1,13,223,0.9892820247075977,1.0199106442673866,0.9672815091175854,0.9937143088754573,1.0684990916619055,1.1312139852274816,1.0,1.0444277375801552
70,BRCA2_E14-2,13,221,1.0666915978322895,0.9098713237311057,0.8841146192590335,1.002161095249705,0.9986096432520534,0.8703497191687828,1.0,1.0391672230072557
71,BRCA2_E14-3,13,271,1.1976837865603553,0.9844427597658738,0.9744901609690197,0.9995504234889704,1.0642736874437666,1.2434915594242757,1.0,1.2140309595918894
72,BRCA2_E15-1,13,252,1.0,0.9261088404635113,1.0758259889129005,1.0948601399660232,0.9214605748948943,1.157381579138731,1.060740082081078,0.8163991866543775
73,BRCA2_E15-2,13,203,1.3194888496861021,1.0622732778166648,0.9990867561476099,1.0215297289982848,0.9783941459362813,1.1872216523504462,1.0,0.9591575751316394
74,BRCA2_E15-3,13,139,0.7990975379419579,1.031624177606728,1.0,1.0077390945361417,0.9997049069262592,0.605630107129253,0.9290481560886424,1.0184540484677755
75,BRCA2_E16-1,13,141,1.0,0.8741293462563904,0.9485188203805068,1.0369566643799564,1.0108981824546426,0.8297428738854074,0.8773865622040065,1.059281743115456
76,BRCA2_E16-2,13,201,1.0,1.0045245388407746,0.9879358505254963,0.9950284785908742,1.0329606823952981,0.9697002470325963,0.961916944905988,1.0303024892879005
77,BRCA2_E16-3,13,199,1.1272551480661621,1.0516893929031887,0.9704936855822769,0.9539100470715852,1.0032677129959875,0.9243273288141532,1.0,0.9972855781182386
78,BRCA2_E17-1,13,159,1.0119014023920974,1.0,1.1103738612738043,1.107772907116858,0.9194630870415752,0.8741011225371667,0.9651381918456814,0.9712036227982191
79,BRCA2_E17-2,13,235,1.0233282970935862,0.9869620876207855,1.0,0.9604402574875665,1.0095113512720517,1.1633673340550763,1.0399683812016782,0.9194723609564205
80,BRCA2_E18-1,13,178,1.0,0.9827183185406055,0.9096023080621896,1.0378943111450254,1.0988655497248554,1.0851961197806832,1.0139291072403125,0.9532260323023313
81,BRCA2_E18-2,13,210,0.9710780599679707,0.9655899533040244,1.0,0.9590091153955281,1.0075311768613922,0.9719904007913384,1.0766594377035439,1.0536472636822931
82,BRCA2_E18-3,13,181,0.9721359600632407,1.030291252950088,1.057519324885585,0.9107633872580443,1.0,0.7222783389909627,0.925665215664917,1.1156847324599892
83,BRCA2_E18-4,13,220,0.9977351330158278,0.9554266919938913,1.042502624976394,1.0773515270708092,1.0404607572498883,0.8790623499296366,1.0,0.9157445024241252
84,BRCA2_E19-1,13,186,0.9308033587547958,1.056883907381814,0.9074459211477508,1.0723805461413511,0.9598565528931166,0.7543267365524401,1.0,1.0381552471359217
85,BRCA2_E19-2,13,234,1.0141611891408346,0.9413523841456477,1.0619990055490365,1.0051551569930512,1.0,0.8964368725506192,0.9540740801705743,0.6791697839443197
86,BRCA2_E20-1,13,177,0.973872861677593,1.0619688928554234,1.0743791200431543,0.9602432910626107,1.0772375219095636,1.0026907621064172,1.0,0.9774852053743651
87,BRCA2_E20-2,13,205,0.9953803385585352,1.0518292452160751,1.049370463215259,0.9124983556257316,1.091071259681374,1.0520516960896549,1.0,0.96982575632443
88,BRCA2_E21-1,13,155,1.0119290098924447,0.9526846700286596,0.9723008084927147,1.000720799061168,1.0,0.8172108139794519,0.9354234489718019,1.1316399409633127
89,BRCA2_E21-2,13,167,0.9230756520383252,1.0020543438987153,1.0248183654489387,1.0089504765200181,1.0,0.8062166346345689,0.8811785324721483,0.9711721221910393
90,BRCA2_E22-E23-E24-1,13,213,1.091107923487953,0.9174510714423546,1.0517131794062813,0.9811293844517327,1.0,1.1748299999260066,0.8174090334116639,1.0848843654057951
91,BRCA2_E22-E23-E24-2,13,162,0.9661232438332603,0.8412745424175612,1.007523550019463,1.052797331448158,1.0,1.0522736100730843,1.0365230761906425,0.9574436042351839
92,BRCA2_E22-E23-E24-3,13,248,1.0,0.9438912626035649,0.9983520435967302,1.0529122410039244,0.923950343795124,1.1614886954743555,1.0458009432627353,1.0255960956226209
93,BRCA2_E22-E23-E24-4,13,221,0.9972423350188938,1.012053200812066,0.9073721450566005,1.0361193414214938,1.0102877789605735,1.2193732933744352,1.0,0.979418525651624
94,BRCA2_E22-E23-E24-5,13,211,1.0364470876336889,1.0,0.9042900544959128,1.012164351997056,0.9800226246441718,1.032704730774638,0.9931111328994726,1.062300399767243
95,BRCA2_E22-E23-E24-6,13,156,1.1275349274858348,0.9774210439171231,0.8677664821454181,1.0710134958015043,1.0,1.0065411440875491,0.8960194340716793,1.1770369813536086
96,BRCA2_E22-E23-E24-7,13,146,0.9320002770546669,1.1943282370946353,1.0,1.1409870471674413,0.9968763187674151,0.8354659896309682,0.9596250547193452,1.1310688813315215
97,BRCA2_E22-E23-E24-8,13,195,0.9730235369951052,1.0030033064797284,1.0910804258974054,1.1154294193498415,0.9513568323542893,0.9288990916814894,1.0,0.9626017550889249
98,BRCA2_E25-1,13,203,1.088835986438885,0.976056324966775,1.0,0.9611224787982664,1.059205773108264,1.06424070978975,0.9765987625014905,1.0206816499640214
99,BRCA2_E25-2,13,195,0.9413231506099882,1.0653435235635302,1.0,0.9319028346404749,1.0099042996710388,0.8392838688233372,0.9494812850375182,1.1467959640619363
100,BRCA2_E25-3,13,191,0.954273185933699,1.1202007643205123,1.006491181378451,0.9442843498263694,1.013881772864702,0.9359065506219096,1.0,0.9320717299867259
101,BRCA2_E26-1,13,225,0.9259873091856408,1.0443662577105215,1.0071993309412686,0.9818304180466347,1.134660405872015,0.7551933219471252,0.9388204166708632,1.0
102,BRCA2_E26-2,13,205,0.9658273738011834,1.0829814903861525,1.0018714997026688,1.021000330068703,1.0,0.880743429358824,0.9515005977671568,0.9397763003894039
103,BRCA2_E27-1,13,235,1.00378904249872,1.0543738180278142,0.9869407032567795,1.1301741035397208,0.9478321802447648,1.085370716260636,0.9622069586968537,1.0
104,BRCA2_E27-2,13,210,1.0173195182928005,0.9154514375554537,0.9981549307206214,1.0056407843103756,1.0,0.8545178591192033,0.8861781269826285,1.0230898021969752
105,BRCA2_E27-3,13,204,0.9887853615667421,0.9851899842313973,1.078330815869438,1.0954512746923215,1.0302718117682423,0.9477062056569233,1.0,0.9830109703247036
106,BRCA2_E27-4,13,185,1.0636016782642024,1.0481551366122523,1.0,1.0086490973002835,0.9806228833008448,0.9765695750119724,0.9432388962280086,0.9833722718014442
107,BRCA2_E27-5,13,224,1.0,1.0157299663995478,0.9422648501362397,1.0540242764635308,0.9798051625768084,1.061207573975005,1.0436282266216077,0.8961755030301729
108,BRCA1_E24-1,17,200,0.8400435131823908,0.9788957697409196,0.9604777574064278,0.9096961109565539,1.0211042302590805,0.6106372612662442,1.100411997893113,1.0518898384760258
109,BRCA1_E24-2,17,142,0.9276147506994145,0.947794135965011,1.0737793780814349,0.9962610040758587,0.9918325132132209,0.6434432880342242,1.008167486786779,1.012819191580001
110,BRCA1_E23-1,17,158,0.855815169925031,0.8973194332619044,1.107220127521313,1.0552735039631664,1.0356878562462715,0.6988888495846318,1.0459919067977428,0.9643121437537288
111,BRCA1_E23-2,17,142,0.9403622800823335,0.9967199437022571,1.0560755151874035,1.1657749093707976,0.9860144153447783,0.7305288387572351,1.0032800562977429,1.1468942542716016
112,BRCA1_E22-1,17,203,1.0229786142906931,0.952628020540611,0.9071519687917443,0.9594741151666796,0.9977704247139072,1.0246297331803,1.0022295752860928,1.0100670542854429
113,BRCA1_E22-2,17,143,0.8935940077309764,0.9802545360455374,0.9749721084795107,1.0386477946012938,1.1300735040376475,0.7682010642305181,1.0748578162192102,1.0197454639544625
114,BRCA1_E21a-1,17,200,1.0261317558328664,0.9676582902296978,1.0028840595208135,0.9244894769652515,0.896399451836355,0.9820318676428614,1.0070532851763487,0.9971159404791864
115,BRCA1_E21a-2,17,190,1.1433017623469526,0.8982351994391792,1.0486493947551856,0.9906256819853835,0.9513506052448144,1.176295195027255,1.065132565084,0.8838803580079172
116,BRCA1_E20-1,17,198,0.9886466393349367,1.0349569528487155,0.9933122474510191,0.9634017500150535,1.006687752548981,1.2104003578737612,1.0791002175320703,0.9758284871718123
117,BRCA1_E20-2,17,185,1.011485273138603,1.0381670216831624,0.9424415350291173,0.9505540183416693,0.988514726861397,0.8643967354864748,0.9691841591380436,1.0420304883403853
118,BRCA1_E19-1,17,137,0.8972100207496534,1.0247057869114047,1.0130777129336204,1.155635198303235,0.9831696640102763,0.7556200997335039,0.9869222870663795,1.121285369176133
119,BRCA1_E19-2,17,130,0.9727287122241536,1.1583728080748965,0.8534015103812765,1.089148462524081,0.9996518015028429,0.8151165463535014,1.0003481984971572,1.1077549391714734
120,BRCA1_E18-1,17,222,1.0873604183459602,0.9743958802064909,0.994589340445716,0.9868572164699639,1.005410659554284,0.9720176540576579,0.9900524044840159,1.0537317132818915
121,BRCA1_E18-2,17,162,0.9421980516046529,1.0946589658883394,1.1129128540445945,0.9455744853280696,0.9672555591140561,0.8526642821801123,0.9381480944943416,1.0327444408859436
122,BRCA1_E17-1,17,151,0.9033421405617441,1.0934456406697814,0.9878522881831293,1.0781001569827227,0.9773671038264077,0.8700310310505901,1.0482658759858636,1.0121477118168707
123,BRCA1_E17-2,17,202,1.1007997810573849,1.0643290558503935,0.9797377948518073,0.7724285155720877,0.9907303674463593,0.9846075309688418,1.0092696325536408,0.9699532695714612
124,BRCA1_E16-1,17,149,0.9982632747150845,1.0017367252849154,0.954760597517683,1.205167076050997,1.1064601882831873,0.9633805147126578,0.9722559277423873,1.206038816568431
125,BRCA1_E16-2,17,164,0.9567064108239612,0.9984271335824652,0.9211771602909897,1.0631352070981612,1.063230879725879,1.0436093820807593,1.001572866417535,1.0477604819401374
126,BRCA1_E16-3,17,202,0.9704077758451239,1.005745660685482,0.9641878967875301,0.91763480595427,1.1045563340860876,0.8285379639733336,0.994254339314518,1.0442954277387195
127,BRCA1_E16-4,17,201,1.0065115742848203,1.0744865987165015,0.9743494154980101,0.9105789582481011,1.1094795658560248,0.8812437238418163,0.9197492144140329,0.9934884257151797
128,BRCA1_E15-1,17,198,1.024609157950469,1.0001809399606287,0.8201947968770626,0.9793735610503556,1.1506693122809755,0.957212751161622,0.9058581174496386,0.9998190600393714
129,BRCA1_E15-2,17,245,1.1436311643216368,1.0402387160109074,0.9597612839890924,0.8629048211701378,1.0683739672585522,1.095223540041794,0.9396140764901694,0.900247013969096
130,BRCA1_E14b-1,17,246,1.1242823663201342,0.9698540362075515,0.8760944350743457,1.0503299266448112,1.0301459637924484,1.1827613556062688,0.9578227972757254,1.157844801310142
131,BRCA1_E14b-2,17,120,0.8567920893837099,0.9712666588596606,1.0879401732868612,0.9867156209131602,1.1069674244680934,0.6947150341410439,0.9548524793312883,1.0287333411403394
132,BRCA1_E14a-1,17,225,1.0915628055820055,0.9454997494068126,0.9208641650456877,0.8879674304500629,1.0545002505931875,1.5327594805235258,0.9303939420566104,1.06724238045692
133,BRCA1_E14a-2,17,213,1.1954032078253258,1.0376325935301285,0.9140870290537486,0.9403088140154553,0.9414772845881673,1.93732865101988,0.9623674064698717,1.0626803688833624
134,BRCA1_E13b_E13a-1,17,177,1.147584694548852,0.9727928032378592,1.0669491647671627,1.1816579688636935,1.0019808736244,1.420086031423124,0.9980191263756001,0.9064220109618665
135,BRCA1_E13b_E13a-2,17,165,1.0857268710334373,0.9946322812245519,1.0053677187754482,1.0346631038113892,0.8617400879858415,1.2822401189586037,1.0788914006380557,0.5900329983725231
136,BRCA1_E13b_E13a-3,17,176,1.0753532689811651,0.9753808068528645,0.979626879118645,0.9547308792132367,0.9520073312813957,1.3930708318787453,1.022156064366296,1.020373120881355
137,BRCA1_E13b_E13a-4,17,200,1.006404168078614,1.0035653098643254,0.9166859420405212,1.1380850877965751,0.9964346901356745,1.6345989899404254,0.90035123819108,1.235574832919467
138,BRCA1_E12_11-1,17,238,0.9777198426868839,0.8104674807136781,1.1447641517661666,1.112297599599362,0.9604820137914201,0.9388773976460273,1.1523259173378255,1.022280157313116
139,BRCA1_E12_11-2,17,163,0.830955999562209,1.1194201439881355,1.1218856643934445,0.9195956166176242,1.0954101512725798,0.6996239230277347,0.9045898487274202,0.9020592772860493
140,BRCA1_E12_11-3,17,161,0.8293820187308922,1.0183215148344844,1.0952402157784524,1.0717935053701568,1.0878329867780856,0.7723188040068715,0.9816784851655153,0.9605585612481106
141,BRCA1_E12_11-4,17,185,0.993570802147631,1.0484305126603766,0.9972542513362288,1.0753244553302008,1.0247277741854632,1.1198213516666988,1.0027457486637714,0.9445256386906518
142,BRCA1_E12_11-5,17,214,1.1970503079777641,0.8508884952819313,0.9937095811543699,1.0135981686390316,0.9666037050633777,1.734096848501422,1.127143122675869,1.00629041884563
143,BRCA1_E12_11-6,17,225,1.0419145105955763,1.0039408015626248,1.0051123106202202,0.9634828367743301,0.9486300381332926,0.9361383033327665,0.9960591984373751,0.8941821754602347
144,BRCA1_E12_11-7,17,225,1.0101201341267867,1.0021906646031873,0.8048086642820441,0.8037053243517747,0.9978093353968126,0.9123984637933602,0.9794245613190274,1.0086441276545688
145,BRCA1_E12_11-8,17,202,0.9480234781434548,0.9944159135505698,1.0498715571378807,1.0067428130829634,0.9511333159060359,0.919854333143421,1.0055840864494303,1.0264458474040448
146,BRCA1_E12_11-9,17,219,0.9661083235245342,0.9574219209359397,1.0495449452787247,1.0258332326923505,1.033891676475466,1.0627222549845172,1.0574078462449004,0.9471989826200481
147,BRCA1_E12_11-10,17,217,1.0053188930697592,1.011490902407675,0.9946811069302408,0.9565553557093036,0.9182901801002903,1.0235103434137138,1.039745911294063,0.9861821894286613
148,BRCA1_E12_11-11,17,126,0.9066645270778425,1.0209239778229913,1.0486703404640842,1.0281453488067087,0.9898347307947476,0.7748925669222622,0.9638992683875526,1.0101652692052523
149,BRCA1_E12_11-12,17,227,1.1686699148454833,0.9728100308471735,0.9793610507987601,1.056602172482297,1.02063894920124,1.1136185991350047,1.1546818815775446,0.945639910892737
150,BRCA1_E12_11-13,17,211,1.0301660959882306,1.0186425765573517,0.9810955433226175,1.0750501141139426,0.9336063995961401,0.8956578443438215,1.0093506107364205,0.9906493892635795
151,BRCA1_E12_11-14,17,138,0.9667703828467032,1.0866347289233573,0.9405785486585322,1.0671829945625875,1.086124991862151,0.735439228734935,0.9687215227735895,1.0312784772264103
152,BRCA1_E12_11-15,17,231,1.0712036445486903,0.9250875441701034,1.0276723352940604,1.0259669879439557,0.9723276647059392,1.0145489646243904,1.0771117816590032,0.9183323595882396
153,BRCA1_E12_11-16,17,249,1.0556682924312533,0.9416673754455511,0.9940200871512161,1.0166206568685725,0.9790840975696545,1.1674219782573556,1.1263538181627393,1.0059799128487839
154,BRCA1_E12_11-17,17,208,0.9962359638898304,1.0037640361101696,1.0321839544727953,1.1016279113639178,0.9505158295454812,1.1258048233974856,1.0243040688034961,0.9411629052172759
155,BRCA1_E12_11-18,17,176,0.9977066860679534,1.1101925814653923,0.9535578461073161,1.0390070596953764,0.9955681149168419,0.9119761780115847,1.059871851412996,1.0022933139320465
156,BRCA1_E12_11-19,17,176,1.028805736090495,1.080600240686265,0.9959911544153639,1.116188902689634,0.926194993976799,1.0613597236277754,1.001181704989337,0.9988182950106632
157,BRCA1_E12_11-20,17,197,1.0339210256874145,1.0369772287044834,1.0013214715513887,1.0239023954659179,0.9986785284486113,1.0423773135028285,0.9772553002963607,0.8249267968692914
158,BRCA1_E12_11-21,17,205,1.0486420422354188,0.8860609264828451,1.007485089060849,1.021264417038932,0.992514910939151,1.1429683048752703,1.088934023309101,0.9626689527139329
159,BRCA1_E12_11-22,17,205,1.008490393103228,1.0528303232543776,0.9489841115788986,1.0455486356338455,1.096104919687663,1.0546166010454534,0.963497334708505,0.9915096068967719
160,BRCA1_E12_11-23,17,156,1.07320177061481,0.9704793136360351,1.004344670617192,1.06321913303218,1.0061813171045175,0.7524006886097954,0.8712180903542711,0.9956553293828082
161,BRCA1_E12_11-24,17,196,1.0743519237184735,0.9448494541370839,1.0154368865579555,1.079860568793205,0.9845631134420445,1.1972371895813032,1.0701452083302083,0.9241413319187368
